Date,ID,Chamber.Channel,Run,Species,Temp.Cat,Start.time,Stop.Time,Light_Dark,Organism.ID,Volume,AFDW,Blank
6/25/21,Bgran_9_32C,9,4,Bgran,32,15:03:32,15:28:37,Dark,Bgran_9,640,0.838,0
6/25/21,Bgran_9_34C,9,4,Bgran,34,15:54:37,16:16:40,Dark,Bgran_9,640,0.838,0
6/25/21,Bgran_9_36C,9,4,Bgran,36,16:47:20,17:12:46,Dark,Bgran_9,640,0.838,0
6/25/21,Bgran_10_20C,10,4,Bgran,20,9:01:53,9:58:40,Dark,Bgran_10,640,0.428,0
6/25/21,Bgran_10_24C,10,4,Bgran,24,10:28:35,11:22:18,Dark,Bgran_10,640,0.428,0
6/25/21,Bgran_10_28C,10,4,Bgran,28,12:15:25,13:03:15,Dark,Bgran_10,640,0.428,0
6/25/21,Bgran_10_30C,10,4,Bgran,30,13:39:50,14:19:11,Dark,Bgran_10,640,0.428,0
6/25/21,Bgran_10_32C,10,4,Bgran,32,15:03:36,15:28:41,Dark,Bgran_10,640,0.428,0
6/25/21,Bgran_10_34C,10,4,Bgran,34,15:54:41,16:16:49,Dark,Bgran_10,640,0.428,0
6/25/21,Bgran_10_36C,10,4,Bgran,36,16:47:23,17:12:50,Dark,Bgran_10,640,0.428,0
6/25/21,BgranBk_5_20C,5,4,Bgran,20,9:01:40,9:58:27,Dark,BgranBk_5,680,0,1
6/25/21,BgranBk_5_24C,5,4,Bgran,24,10:29:56,11:22:05,Dark,BgranBk_5,680,0,1
6/25/21,BgranBk_5_28C,5,4,Bgran,28,12:15:08,13:03:00,Dark,BgranBk_5,680,0,1
6/25/21,BgranBk_5_30C,5,4,Bgran,30,13:39:11,14:18:55,Dark,BgranBk_5,680,0,1
6/25/21,BgranBk_5_32C,5,4,Bgran,32,15:03:37,15:28:19,Dark,BgranBk_5,680,0,1
6/25/21,BgranBk_5_34C,5,4,Bgran,34,15:54:25,16:16:35,Dark,BgranBk_5,680,0,1
6/25/21,BgranBk_5_36C,5,4,Bgran,36,16:47:08,17:12:29,Dark,BgranBk_5,680,0,1
